matrix1	part1	matrix2	part2	count
Borowiec2015_Total1080	OG1161.fasta.aln_gene155	Borowiec2015_Total1080	OG1160.fasta.aln_gene154	12
Borowiec2015_Total1080	OG119.fasta.aln_gene159	Ryan2013_est	gene22	29
Borowiec2015_Total1080	OG119.fasta.aln_gene159	Simion2017	V2META13680-42-Calc_Hmm10-BMGE05	166
Borowiec2015_Total1080	OG120.fasta.aln_gene161	Borowiec2015_Best108	OG120.fasta.aln_gene12	356
Borowiec2015_Total1080	OG120.fasta.aln_gene161	Ryan2013_est	gene31	60
Borowiec2015_Total1080	OG123.fasta.aln_gene163	Simion2017	V2META13262-42-Calc_Hmm10-BMGE05	57
Borowiec2015_Total1080	OG124.fasta.aln_gene164	Whelan2017_full	Subset32_02	51
Borowiec2015_Total1080	OG125.fasta.aln_gene165	Ryan2013_est	gene162	57
Borowiec2015_Total1080	OG125.fasta.aln_gene165	Simion2017	V2META12658-42-Calc_Hmm10-BMGE05	20
Borowiec2015_Total1080	OG128.fasta.aln_gene168	Chang2015	crfg	110
Borowiec2015_Total1080	OG128.fasta.aln_gene168	Philippe2009	Gene_0014	26
Borowiec2015_Total1080	OG128.fasta.aln_gene168	Simion2017	V2META12716-42-Calc_Hmm10-BMGE05	217
Borowiec2015_Total1080	OG128.fasta.aln_gene168	Whelan2017_strict	Subset2	25
Borowiec2015_Total1080	OG13.fasta.aln_gene179	Simion2017	V2META10834-1-42-Calc_Hmm10-BMGE05	46
Borowiec2015_Total1080	OG132.fasta.aln_gene172	Borowiec2015_Best108	OG132.fasta.aln_gene13	429
Borowiec2015_Total1080	OG133.fasta.aln_gene173	Simion2017	V2META13789-42-Calc_Hmm10-BMGE05	2
Borowiec2015_Total1080	OG134.fasta.aln_gene174	Ryan2013_est	gene39	209
Borowiec2015_Total1080	OG138.fasta.aln_gene177	Simion2017	V2META11583-2-42-Calc_Hmm10-BMGE05	19
Borowiec2015_Total1080	OG139.fasta.aln_gene178	Borowiec2015_Best108	OG139.fasta.aln_gene14	268
Borowiec2015_Total1080	OG139.fasta.aln_gene178	Simion2017	V2META12701-42-Calc_Hmm10-BMGE05	23
Borowiec2015_Total1080	OG141.fasta.aln_gene181	Hejnol2009	Tribe2929_0	128
Borowiec2015_Total1080	OG144.fasta.aln_gene183	Borowiec2015_Best108	OG144.fasta.aln_gene15	264
Borowiec2015_Total1080	OG144.fasta.aln_gene183	Chang2015	l12e_01	28
Borowiec2015_Total1080	OG144.fasta.aln_gene183	Dunn2008	Tribe169	28
Borowiec2015_Total1080	OG144.fasta.aln_gene183	Hejnol2009	Tribe275_0	169
Borowiec2015_Total1080	OG144.fasta.aln_gene183	Nosenko2013_ribo_11057	KOG3166	27
Borowiec2015_Total1080	OG144.fasta.aln_gene183	Nosenko2013_ribo_14615	KOG3166	34
Borowiec2015_Total1080	OG144.fasta.aln_gene183	Philippe2009	Gene_0029	66
Borowiec2015_Total1080	OG144.fasta.aln_gene183	Ryan2013_est	gene120	4
Borowiec2015_Total1080	OG145.fasta.aln_gene184	Borowiec2015_Best108	OG145.fasta.aln_gene16	382
Borowiec2015_Total1080	OG147.fasta.aln_gene186	Hejnol2009	Tribe2947_0	98
Borowiec2015_Total1080	OG147.fasta.aln_gene186	Simion2017	V2META11764-2-42-Calc_Hmm10-BMGE05	17
Borowiec2015_Total1080	OG149.fasta.aln_gene188	Hejnol2009	Tribe3357_0	19
Borowiec2015_Total1080	OG150.fasta.aln_gene190	Simion2017	V2META16960-42-Calc_Hmm10-BMGE05	24
Borowiec2015_Total1080	OG152.fasta.aln_gene192	Simion2017	V2META13813-42-Calc_Hmm10-BMGE05	103
Borowiec2015_Total1080	OG154.fasta.aln_gene194	Hejnol2009	Tribe3118_0	55
Borowiec2015_Total1080	OG156.fasta.aln_gene196	Whelan2015_D1	Gene_0314	31
Borowiec2015_Total1080	OG156.fasta.aln_gene196	Whelan2015_D10	Gene_0314	36
Borowiec2015_Total1080	OG156.fasta.aln_gene196	Whelan2015_D20	Gene_0314	18
Borowiec2015_Total1080	OG157.fasta.aln_gene197	Simion2017	V2META12139-42-Calc_Hmm10-BMGE05	15
Borowiec2015_Total1080	OG159.fasta.aln_gene199	Simion2017	V2META12684-42-Calc_Hmm10-BMGE05	109
Borowiec2015_Total1080	OG16.fasta.aln_gene209	Whelan2015_D1	Gene_0766	35
Borowiec2015_Total1080	OG16.fasta.aln_gene209	Whelan2015_D10	Gene_0766	34
Borowiec2015_Total1080	OG16.fasta.aln_gene209	Whelan2015_D20	Gene_0766	26
Borowiec2015_Total1080	OG163.fasta.aln_gene204	Simion2017	V2META15144-42-Calc_Hmm10-BMGE05	261
Borowiec2015_Total1080	OG164.fasta.aln_gene205	Nosenko2013_ribo_11057	KOG1627	96
Borowiec2015_Total1080	OG164.fasta.aln_gene205	Nosenko2013_ribo_14615	KOG1627	132
Borowiec2015_Total1080	OG167.fasta.aln_gene207	Borowiec2015_Best108	OG167.fasta.aln_gene17	383
Borowiec2015_Total1080	OG167.fasta.aln_gene207	Ryan2013_est	gene125	15
Borowiec2015_Total1080	OG167.fasta.aln_gene207	Simion2017	V2META13770-42-Calc_Hmm10-BMGE05	5
Borowiec2015_Total1080	OG167.fasta.aln_gene207	Whelan2017_full	Subset21_07	9
Borowiec2015_Total1080	OG167.fasta.aln_gene207	Whelan2017_strict	Subset3_01	11
Borowiec2015_Total1080	OG169.fasta.aln_gene208	Ryan2013_est	gene185	69
Borowiec2015_Total1080	OG169.fasta.aln_gene208	Simion2017	V2META14608-42-Calc_Hmm10-BMGE05	107
Borowiec2015_Total1080	OG17.fasta.aln_gene220	Borowiec2015_Best108	OG17.fasta.aln_gene18	406
Borowiec2015_Total1080	OG170.fasta.aln_gene210	Hejnol2009	Tribe1622_0	168
Borowiec2015_Total1080	OG170.fasta.aln_gene210	Ryan2013_est	gene211	152
Borowiec2015_Total1080	OG170.fasta.aln_gene210	Simion2017	V2META15292-42-Calc_Hmm10-BMGE05	26
Borowiec2015_Total1080	OG172.fasta.aln_gene212	Simion2017	V2META12014-2-42-Calc_Hmm10-BMGE05	12
Borowiec2015_Total1080	OG173.fasta.aln_gene213	Dunn2008	Tribe1047	150
Borowiec2015_Total1080	OG173.fasta.aln_gene213	Hejnol2009	Tribe1340_0	92
Borowiec2015_Total1080	OG173.fasta.aln_gene213	Simion2017	V2META13950-42-Calc_Hmm10-BMGE05	16
Borowiec2015_Total1080	OG174.fasta.aln_gene214	Simion2017	V2META12968-42-Calc_Hmm10-BMGE05	190
Borowiec2015_Total1080	OG174.fasta.aln_gene214	Whelan2017_full	Subset29_01	15
Borowiec2015_Total1080	OG174.fasta.aln_gene214	Whelan2017_strict	Subset5_01	16
Borowiec2015_Total1080	OG175.fasta.aln_gene215	Ryan2013_est	gene269	232
Borowiec2015_Total1080	OG176.fasta.aln_gene216	Simion2017	V2META13306-42-Calc_Hmm10-BMGE05	7
Borowiec2015_Total1080	OG178.fasta.aln_gene218	Chang2015	ef2	29
Borowiec2015_Total1080	OG178.fasta.aln_gene218	Simion2017	V2META12336-42-Calc_Hmm10-BMGE05	3
Borowiec2015_Total1080	OG179.fasta.aln_gene219	Simion2017	V2META13424-42-Calc_Hmm10-BMGE05	47
Borowiec2015_Total1080	OG18.fasta.aln_gene230	Simion2017	V2META12795-42-Calc_Hmm10-BMGE05	1
Borowiec2015_Total1080	OG180.fasta.aln_gene221	Hejnol2009	Tribe2365_0	116
Borowiec2015_Total1080	OG181.fasta.aln_gene222	Simion2017	V2META12172-42-Calc_Hmm10-BMGE05	26
Borowiec2015_Total1080	OG181.fasta.aln_gene222	Whelan2015_D1	Gene_0016	15
Borowiec2015_Total1080	OG181.fasta.aln_gene222	Whelan2015_D10	Gene_0016	15
Borowiec2015_Total1080	OG181.fasta.aln_gene222	Whelan2015_D20	Gene_0016	15
Borowiec2015_Total1080	OG182.fasta.aln_gene223	Hejnol2009	Tribe3016_0	173
Borowiec2015_Total1080	OG182.fasta.aln_gene223	Whelan2015_D1	Gene_0305	26
Borowiec2015_Total1080	OG182.fasta.aln_gene223	Whelan2015_D10	Gene_0305	28
Borowiec2015_Total1080	OG182.fasta.aln_gene223	Whelan2015_D20	Gene_0305	25
Borowiec2015_Total1080	OG183.fasta.aln_gene224	Hejnol2009	Tribe1869_0	10
Borowiec2015_Total1080	OG183.fasta.aln_gene224	Simion2017	V2META13011-42-Calc_Hmm10-BMGE05	6
Borowiec2015_Total1080	OG184.fasta.aln_gene225	Hejnol2009	Tribe3027_0	74
Borowiec2015_Total1080	OG184.fasta.aln_gene225	Whelan2015_D1	Gene_0281	6
Borowiec2015_Total1080	OG184.fasta.aln_gene225	Whelan2015_D10	Gene_0281	5
Borowiec2015_Total1080	OG184.fasta.aln_gene225	Whelan2015_D20	Gene_0281	5
Borowiec2015_Total1080	OG184.fasta.aln_gene225	Whelan2017_full	Subset22_02	8
Borowiec2015_Total1080	OG184.fasta.aln_gene225	Whelan2017_strict	Subset13_01	13
Borowiec2015_Total1080	OG185.fasta.aln_gene226	Hejnol2009	Tribe3252_0	60
Borowiec2015_Total1080	OG185.fasta.aln_gene226	Simion2017	V2META14122-42-Calc_Hmm10-BMGE05	6
Borowiec2015_Total1080	OG186.fasta.aln_gene227	Hejnol2009	Tribe2329_0	111
Borowiec2015_Total1080	OG188.fasta.aln_gene229	Simion2017	V2META12291-2-42-Calc_Hmm10-BMGE05	15
Borowiec2015_Total1080	OG190.fasta.aln_gene231	Borowiec2015_Best108	OG190.fasta.aln_gene19	403
Borowiec2015_Total1080	OG190.fasta.aln_gene231	Ryan2013_est	gene345	20
Borowiec2015_Total1080	OG198.fasta.aln_gene239	Borowiec2015_Best108	OG198.fasta.aln_gene20	384
Borowiec2015_Total1080	OG198.fasta.aln_gene239	Simion2017	V2META13821-42-Calc_Hmm10-BMGE05	9
Borowiec2015_Total1080	OG2.fasta.aln_gene350	Borowiec2015_Best108	OG2.fasta.aln_gene36	397
Borowiec2015_Total1080	OG2.fasta.aln_gene350	Simion2017	V2META14114-42-Calc_Hmm10-BMGE05	22
Borowiec2015_Total1080	OG2.fasta.aln_gene350	Whelan2015_D1	Gene_0691	11
Borowiec2015_Total1080	OG2.fasta.aln_gene350	Whelan2015_D10	Gene_0691	11
Borowiec2015_Total1080	OG2.fasta.aln_gene350	Whelan2015_D20	Gene_0691	9
Borowiec2015_Total1080	OG200.fasta.aln_gene243	Ryan2013_est	gene216	131
Borowiec2015_Total1080	OG200.fasta.aln_gene243	Whelan2017_full	Subset8_02	24
Borowiec2015_Total1080	OG201.fasta.aln_gene244	Borowiec2015_Best108	OG201.fasta.aln_gene21	291
Borowiec2015_Total1080	OG201.fasta.aln_gene244	Hejnol2009	Tribe2563_0	8
Borowiec2015_Total1080	OG202.fasta.aln_gene245	Hejnol2009	Tribe1172_0	13
Borowiec2015_Total1080	OG202.fasta.aln_gene245	Simion2017	V2META13689-42-Calc_Hmm10-BMGE05	99
Borowiec2015_Total1080	OG202.fasta.aln_gene245	Whelan2017_strict	Subset19_01	173
Borowiec2015_Total1080	OG204.fasta.aln_gene247	Simion2017	V2META13839-42-Calc_Hmm10-BMGE05	14
Borowiec2015_Total1080	OG205.fasta.aln_gene248	Borowiec2015_Best108	OG205.fasta.aln_gene22	448
Borowiec2015_Total1080	OG205.fasta.aln_gene248	Simion2017	V2META14005-42-Calc_Hmm10-BMGE05	11
Borowiec2015_Total1080	OG205.fasta.aln_gene248	Whelan2015_D1	Gene_0941	2
Borowiec2015_Total1080	OG205.fasta.aln_gene248	Whelan2015_D10	Gene_0941	1
Borowiec2015_Total1080	OG205.fasta.aln_gene248	Whelan2015_D20	Gene_0941	1
Borowiec2015_Total1080	OG205.fasta.aln_gene248	Whelan2017_full	Subset23_06	3
Borowiec2015_Total1080	OG206.fasta.aln_gene249	Hejnol2009	Tribe2287_0	59
Borowiec2015_Total1080	OG209.fasta.aln_gene252	Borowiec2015_Best108	OG209.fasta.aln_gene23	412
Borowiec2015_Total1080	OG209.fasta.aln_gene252	Simion2017	V2META12745-1-42-Calc_Hmm10-BMGE05	46
Borowiec2015_Total1080	OG209.fasta.aln_gene252	Whelan2015_D1	Gene_0208	1
Borowiec2015_Total1080	OG209.fasta.aln_gene252	Whelan2015_D10	Gene_0208	1
Borowiec2015_Total1080	OG211.fasta.aln_gene255	Borowiec2015_Best108	OG211.fasta.aln_gene24	423
Borowiec2015_Total1080	OG211.fasta.aln_gene255	Simion2017	V2META11882-42-Calc_Hmm10-BMGE05	14
Borowiec2015_Total1080	OG212.fasta.aln_gene256	Simion2017	V2META12581-42-Calc_Hmm10-BMGE05	42
Borowiec2015_Total1080	OG215.fasta.aln_gene258	Simion2017	V2META12546-42-Calc_Hmm10-BMGE05	27
Borowiec2015_Total1080	OG218.fasta.aln_gene261	Borowiec2015_Best108	OG218.fasta.aln_gene25	276
Borowiec2015_Total1080	OG218.fasta.aln_gene261	Chang2015	tribe896	76
Borowiec2015_Total1080	OG218.fasta.aln_gene261	Dunn2008	Tribe896	63
Borowiec2015_Total1080	OG218.fasta.aln_gene261	Hejnol2009	Tribe1063_0	61
Borowiec2015_Total1080	OG218.fasta.aln_gene261	Ryan2013_est	gene261	40
Borowiec2015_Total1080	OG218.fasta.aln_gene261	Simion2017	V2META12821-42-Calc_Hmm10-BMGE05	49
Borowiec2015_Total1080	OG219.fasta.aln_gene262	Simion2017	V2META14560-42-Calc_Hmm10-BMGE05	36
Borowiec2015_Total1080	OG22.fasta.aln_gene274	Hejnol2009	Tribe1505_0	40
Borowiec2015_Total1080	OG22.fasta.aln_gene274	Simion2017	V2META14171-42-Calc_Hmm10-BMGE05	235
Borowiec2015_Total1080	OG220.fasta.aln_gene264	Simion2017	V2META10950-2-42-Calc_Hmm10-BMGE05	21
Borowiec2015_Total1080	OG220.fasta.aln_gene264	Simion2017	V2META13054-42-Calc_Hmm10-BMGE05	3
Borowiec2015_Total1080	OG220.fasta.aln_gene264	Whelan2015_D1	Gene_0886	50
Borowiec2015_Total1080	OG222.fasta.aln_gene266	Simion2017	V2META13415-42-Calc_Hmm10-BMGE05	1
Borowiec2015_Total1080	OG223.fasta.aln_gene267	Hejnol2009	Tribe2349_0	121
Borowiec2015_Total1080	OG225.fasta.aln_gene269	Moroz2014_3d	0983	4
Borowiec2015_Total1080	OG225.fasta.aln_gene269	Simion2017	V2META13725-42-Calc_Hmm10-BMGE05	10
Borowiec2015_Total1080	OG225.fasta.aln_gene269	Whelan2015_D1	Gene_0983	19
Borowiec2015_Total1080	OG225.fasta.aln_gene269	Whelan2015_D10	Gene_0983	20
Borowiec2015_Total1080	OG225.fasta.aln_gene269	Whelan2015_D20	Gene_0983	15
Borowiec2015_Total1080	OG226.fasta.aln_gene270	Hejnol2009	Tribe2962_0	124
Borowiec2015_Total1080	OG226.fasta.aln_gene270	Simion2017	V2META12309-42-Calc_Hmm10-BMGE05	53
Borowiec2015_Total1080	OG227.fasta.aln_gene271	Dunn2008	Tribe351	137
Borowiec2015_Total1080	OG227.fasta.aln_gene271	Hejnol2009	Tribe523_0	140
Borowiec2015_Total1080	OG227.fasta.aln_gene271	Ryan2013_est	gene290	98
Borowiec2015_Total1080	OG228.fasta.aln_gene272	Simion2017	V2META12727-42-Calc_Hmm10-BMGE05	6
Borowiec2015_Total1080	OG229.fasta.aln_gene273	Simion2017	V2META10915-1-42-Calc_Hmm10-BMGE05	106
Borowiec2015_Total1080	OG230.fasta.aln_gene275	Simion2017	V2META14818-42-Calc_Hmm10-BMGE05	21
Borowiec2015_Total1080	OG231.fasta.aln_gene276	Hejnol2009	Tribe2353_0	196
Borowiec2015_Total1080	OG233.fasta.aln_gene278	Moroz2014_3d	0086	10
Borowiec2015_Total1080	OG233.fasta.aln_gene278	Simion2017	V2META12462-42-Calc_Hmm10-BMGE05	41
Borowiec2015_Total1080	OG233.fasta.aln_gene278	Whelan2015_D1	Gene_0086	19
Borowiec2015_Total1080	OG233.fasta.aln_gene278	Whelan2015_D10	Gene_0086	19
Borowiec2015_Total1080	OG233.fasta.aln_gene278	Whelan2015_D20	Gene_0086	17
Borowiec2015_Total1080	OG233.fasta.aln_gene278	Whelan2017_full	Subset4_04	47
Borowiec2015_Total1080	OG234.fasta.aln_gene279	Simion2017	V2META13667-42-Calc_Hmm10-BMGE05	9
Borowiec2015_Total1080	OG235.fasta.aln_gene280	Hejnol2009	Tribe2799_0	199
Borowiec2015_Total1080	OG235.fasta.aln_gene280	Ryan2013_est	gene131	6
Borowiec2015_Total1080	OG235.fasta.aln_gene280	Simion2017	V2META13063-42-Calc_Hmm10-BMGE05	5
Borowiec2015_Total1080	OG236.fasta.aln_gene281	Ryan2013_est	gene389	21
Borowiec2015_Total1080	OG236.fasta.aln_gene281	Simion2017	V2META13625-42-Calc_Hmm10-BMGE05	9
Borowiec2015_Total1080	OG238.fasta.aln_gene283	Borowiec2015_Total1080	OG289.fasta.aln_gene338	1
Borowiec2015_Total1080	OG238.fasta.aln_gene283	Simion2017	V2META12974-42-Calc_Hmm10-BMGE05	1
Borowiec2015_Total1080	OG239.fasta.aln_gene284	Hejnol2009	Tribe2172_0	7
Borowiec2015_Total1080	OG240.fasta.aln_gene286	Hejnol2009	Tribe2122_0	2
Borowiec2015_Total1080	OG240.fasta.aln_gene286	Ryan2013_est	gene227	17
Borowiec2015_Total1080	OG240.fasta.aln_gene286	Simion2017	V2META14180-42-Calc_Hmm10-BMGE05	4
Borowiec2015_Total1080	OG241.fasta.aln_gene287	Hejnol2009	Tribe2959_0	24
Borowiec2015_Total1080	OG241.fasta.aln_gene287	Simion2017	V2META12985-42-Calc_Hmm10-BMGE05	5
Borowiec2015_Total1080	OG242.fasta.aln_gene288	Simion2017	V2META12894-42-Calc_Hmm10-BMGE05	9
Borowiec2015_Total1080	OG243.fasta.aln_gene289	Hejnol2009	Tribe2898_0	13
Borowiec2015_Total1080	OG243.fasta.aln_gene289	Moroz2014_3d	0963	1
Borowiec2015_Total1080	OG243.fasta.aln_gene289	Whelan2015_D1	Gene_0963	18
Borowiec2015_Total1080	OG243.fasta.aln_gene289	Whelan2015_D10	Gene_0963	19
Borowiec2015_Total1080	OG243.fasta.aln_gene289	Whelan2015_D20	Gene_0963	16
Borowiec2015_Total1080	OG244.fasta.aln_gene290	Simion2017	V2META12499-42-Calc_Hmm10-BMGE05	14
Borowiec2015_Total1080	OG246.fasta.aln_gene292	Moroz2014_3d	0082	37
Borowiec2015_Total1080	OG246.fasta.aln_gene292	Simion2017	V2META12715-42-Calc_Hmm10-BMGE05	117
Borowiec2015_Total1080	OG246.fasta.aln_gene292	Whelan2017_full	Subset12_01	1
Borowiec2015_Total1080	OG248.fasta.aln_gene294	Borowiec2015_Best108	OG248.fasta.aln_gene26	307
Borowiec2015_Total1080	OG248.fasta.aln_gene294	Hejnol2009	Tribe3166_0	36
Borowiec2015_Total1080	OG248.fasta.aln_gene294	Simion2017	V2META14949-42-Calc_Hmm10-BMGE05	9
Borowiec2015_Total1080	OG249.fasta.aln_gene295	Simion2017	V2META14170-42-Calc_Hmm10-BMGE05	78
Borowiec2015_Total1080	OG25.fasta.aln_gene307	Borowiec2015_Total1080	OG24.fasta.aln_gene296	1
Borowiec2015_Total1080	OG250.fasta.aln_gene297	Borowiec2015_Best108	OG250.fasta.aln_gene27	355
Borowiec2015_Total1080	OG250.fasta.aln_gene297	Simion2017	V2META12522-42-Calc_Hmm10-BMGE05	1
Borowiec2015_Total1080	OG251.fasta.aln_gene298	Simion2017	V2META14132-42-Calc_Hmm10-BMGE05	6
Borowiec2015_Total1080	OG252.fasta.aln_gene299	Chang2015	tribe320	19
Borowiec2015_Total1080	OG252.fasta.aln_gene299	Dunn2008	Tribe320	345
Borowiec2015_Total1080	OG253.fasta.aln_gene300	Borowiec2015_Best108	OG253.fasta.aln_gene28	262
Borowiec2015_Total1080	OG253.fasta.aln_gene300	Chang2015	rpl9	85
Borowiec2015_Total1080	OG253.fasta.aln_gene300	Dunn2008	Tribe143	140
Borowiec2015_Total1080	OG253.fasta.aln_gene300	Nosenko2013_ribo_11057	KOG3255	17
Borowiec2015_Total1080	OG253.fasta.aln_gene300	Nosenko2013_ribo_14615	KOG3255	22
Borowiec2015_Total1080	OG253.fasta.aln_gene300	Philippe2009	Gene_0088	49
Borowiec2015_Total1080	OG253.fasta.aln_gene300	Simion2017	V2META13546-42-Calc_Hmm10-BMGE05	31
Borowiec2015_Total1080	OG254.fasta.aln_gene301	Chang2015	glcn	20
Borowiec2015_Total1080	OG254.fasta.aln_gene301	Moroz2014_3d	0509	5
Borowiec2015_Total1080	OG254.fasta.aln_gene301	Simion2017	V2META12674-42-Calc_Hmm10-BMGE05	27
Borowiec2015_Total1080	OG254.fasta.aln_gene301	Whelan2017_full	Subset4_11	43
Borowiec2015_Total1080	OG254.fasta.aln_gene301	Whelan2017_strict	Subset10_01	28
Borowiec2015_Total1080	OG255.fasta.aln_gene302	Simion2017	V2META11626-42-Calc_Hmm10-BMGE05	188
Borowiec2015_Total1080	OG256.fasta.aln_gene303	Simion2017	V2META11562-42-Calc_Hmm10-BMGE05	8
Borowiec2015_Total1080	OG258.fasta.aln_gene305	Chang2015	fpps	29
Borowiec2015_Total1080	OG258.fasta.aln_gene305	Hejnol2009	Tribe1806_0	44
Borowiec2015_Total1080	OG258.fasta.aln_gene305	Ryan2013_est	gene12	220
Borowiec2015_Total1080	OG258.fasta.aln_gene305	Simion2017	V2META14203-42-Calc_Hmm10-BMGE05	9
Borowiec2015_Total1080	OG259.fasta.aln_gene306	Simion2017	V2META13336-42-Calc_Hmm10-BMGE05	174
Borowiec2015_Total1080	OG260.fasta.aln_gene308	Simion2017	V2META12909-42-Calc_Hmm10-BMGE05	2
Borowiec2015_Total1080	OG260.fasta.aln_gene308	Whelan2017_full	Subset22_03	17
Borowiec2015_Total1080	OG260.fasta.aln_gene308	Whelan2017_strict	Subset25	18
Borowiec2015_Total1080	OG261.fasta.aln_gene309	Hejnol2009	Tribe1069_0	44
Borowiec2015_Total1080	OG263.fasta.aln_gene311	Borowiec2015_Best108	OG263.fasta.aln_gene29	384
Borowiec2015_Total1080	OG263.fasta.aln_gene311	Ryan2013_est	gene59	75
Borowiec2015_Total1080	OG263.fasta.aln_gene311	Simion2017	V2META14499-42-Calc_Hmm10-BMGE05	28
Borowiec2015_Total1080	OG267.fasta.aln_gene315	Hejnol2009	Tribe3207_0	76
Borowiec2015_Total1080	OG267.fasta.aln_gene315	Simion2017	V2META13631-42-Calc_Hmm10-BMGE05	5
Borowiec2015_Total1080	OG268.fasta.aln_gene316	Borowiec2015_Best108	OG268.fasta.aln_gene30	253
Borowiec2015_Total1080	OG268.fasta.aln_gene316	Hejnol2009	Tribe2993_0	20
Borowiec2015_Total1080	OG268.fasta.aln_gene316	Simion2017	V2META14648-42-Calc_Hmm10-BMGE05	53
Borowiec2015_Total1080	OG269.fasta.aln_gene317	Simion2017	V2META12511-42-Calc_Hmm10-BMGE05	31
Borowiec2015_Total1080	OG270.fasta.aln_gene318	Borowiec2015_Best108	OG270.fasta.aln_gene31	256
Borowiec2015_Total1080	OG270.fasta.aln_gene318	Hejnol2009	Tribe1968_0	26
Borowiec2015_Total1080	OG271.fasta.aln_gene319	Ryan2013_est	gene16	17
Borowiec2015_Total1080	OG271.fasta.aln_gene319	Simion2017	V2META14160-42-Calc_Hmm10-BMGE05	10
Borowiec2015_Total1080	OG271.fasta.aln_gene319	Whelan2017_full	Subset18_02	91
Borowiec2015_Total1080	OG271.fasta.aln_gene319	Whelan2017_strict	Subset14_01	41
Borowiec2015_Total1080	OG272.fasta.aln_gene320	Moroz2014_3d	0632	8
Borowiec2015_Total1080	OG272.fasta.aln_gene320	Whelan2015_D1	Gene_0632	18
Borowiec2015_Total1080	OG274.fasta.aln_gene322	Chang2015	tif2a	120
Borowiec2015_Total1080	OG274.fasta.aln_gene322	Hejnol2009	Tribe1170_0	46
Borowiec2015_Total1080	OG274.fasta.aln_gene322	Philippe2009	Gene_0123	27
Borowiec2015_Total1080	OG274.fasta.aln_gene322	Ryan2013_est	gene297	68
Borowiec2015_Total1080	OG275.fasta.aln_gene323	Hejnol2009	Tribe1522_0	169
Borowiec2015_Total1080	OG275.fasta.aln_gene323	Ryan2013_est	gene314	122
Borowiec2015_Total1080	OG275.fasta.aln_gene323	Whelan2015_D1	Gene_0123	37
Borowiec2015_Total1080	OG275.fasta.aln_gene323	Whelan2015_D10	Gene_0123	37
Borowiec2015_Total1080	OG275.fasta.aln_gene323	Whelan2015_D20	Gene_0123	20
Borowiec2015_Total1080	OG276.fasta.aln_gene324	Whelan2017_full	Subset18_06	100
Borowiec2015_Total1080	OG276.fasta.aln_gene324	Whelan2017_strict	Subset14_01	89
Borowiec2015_Total1080	OG278.fasta.aln_gene326	Simion2017	V2META15231-42-Calc_Hmm10-BMGE05	56
Borowiec2015_Total1080	OG279.fasta.aln_gene327	Simion2017	V2META12812-42-Calc_Hmm10-BMGE05	1
Borowiec2015_Total1080	OG279.fasta.aln_gene327	Whelan2015_D1	Gene_0973	14
Borowiec2015_Total1080	OG279.fasta.aln_gene327	Whelan2017_full	Subset26_08	30
Borowiec2015_Total1080	OG28.fasta.aln_gene339	Borowiec2015_Best108	OG28.fasta.aln_gene32	362
Borowiec2015_Total1080	OG28.fasta.aln_gene339	Chang2015	tribe1381_01	25
Borowiec2015_Total1080	OG28.fasta.aln_gene339	Dunn2008	Tribe1381	68
Borowiec2015_Total1080	OG28.fasta.aln_gene339	Hejnol2009	Tribe1531_0	35
Borowiec2015_Total1080	OG28.fasta.aln_gene339	Ryan2013_est	gene78	38
Borowiec2015_Total1080	OG28.fasta.aln_gene339	Simion2017	V2META13434-42-Calc_Hmm10-BMGE05	25
Borowiec2015_Total1080	OG280.fasta.aln_gene329	Hejnol2009	Tribe4185_0	191
Borowiec2015_Total1080	OG280.fasta.aln_gene329	Simion2017	V2META13955-42-Calc_Hmm10-BMGE05	16
Borowiec2015_Total1080	OG282.fasta.aln_gene331	Hejnol2009	Tribe2200_0	25
Borowiec2015_Total1080	OG282.fasta.aln_gene331	Simion2017	V2META13411-42-Calc_Hmm10-BMGE05	5
Borowiec2015_Total1080	OG283.fasta.aln_gene332	Hejnol2009	Tribe4760_0	113
Borowiec2015_Total1080	OG283.fasta.aln_gene332	Simion2017	V2META16136-42-Calc_Hmm10-BMGE05	156
Borowiec2015_Total1080	OG284.fasta.aln_gene333	Hejnol2009	Tribe2849_0	22
Borowiec2015_Total1080	OG284.fasta.aln_gene333	Simion2017	V2META14953-42-Calc_Hmm10-BMGE05	3
Borowiec2015_Total1080	OG285.fasta.aln_gene334	Simion2017	V2META15136-42-Calc_Hmm10-BMGE05	14
Borowiec2015_Total1080	OG285.fasta.aln_gene334	Whelan2015_D1	Gene_0834	15
Borowiec2015_Total1080	OG285.fasta.aln_gene334	Whelan2015_D10	Gene_0834	16
Borowiec2015_Total1080	OG285.fasta.aln_gene334	Whelan2015_D20	Gene_0834	12
Borowiec2015_Total1080	OG287.fasta.aln_gene336	Simion2017	V2META13045-42-Calc_Hmm10-BMGE05	31
Borowiec2015_Total1080	OG288.fasta.aln_gene337	Simion2017	V2META13207-42-Calc_Hmm10-BMGE05	10
Borowiec2015_Total1080	OG289.fasta.aln_gene338	Simion2017	V2META12974-42-Calc_Hmm10-BMGE05	205
Borowiec2015_Total1080	OG290.fasta.aln_gene340	Simion2017	V2META13015-42-Calc_Hmm10-BMGE05	132
Borowiec2015_Total1080	OG291.fasta.aln_gene341	Hejnol2009	Tribe4375_0	8
Borowiec2015_Total1080	OG291.fasta.aln_gene341	Whelan2015_D1	Gene_0135	67
Borowiec2015_Total1080	OG291.fasta.aln_gene341	Whelan2015_D10	Gene_0135	73
